Id,Created At,Request Text,Point of Contact,Embargo Ends On Date,Closed Date,Closure Reasons,URL
22-2058,12/6/2022 16:50,"Property Address: 1405 138 HWY Wall Township // BLOCK: 81 LOT: 1   Can you please advise if you provide service for water, sewer, and/or garbage to this property? Please specify which service and if are there any fees owed for this property. If there are any fees owed, please provide an invoice.   Can you please advise if there are any code violations, open permits, or building violations against this property? If there is a code violation, we need the code case number, what the case is for, and any fees that might be owed. If there are any permits, we need the permit number, what the permit is for, and any information on how to close out the permit. If there are none please specify that there are no open code violations, no open permits, and no open building violations. Also, are there any liens and/or assessments against the property. If there are, please include as much information as possible, including if there are any fees and a good through date.   Are there any current or delinquent taxes due for this property? If there are current taxes, how much is owed and what date is that amount good through. If there are no current taxes, what was paid and when was it paid. For delinquent taxes, we also need the amount owed and when that amount is good through. We are doing a closing on this property and are trying to make sure that everything is paid before closing. Any information that you can provide would be greatly appreciated.&nbsp;",Tamara Brown,12/7/2022 14:42,12/7/2022 14:42,No Records: Other Agency,https://monmouthcountynj.nextrequest.com/requests/22-2058
22-2019,11/30/2022 09:18,"A copy of the WebEx Recording from the December 16th, 2021 meeting of the Monmouth County Construction Board of Appeals as it relates to Long Branch application ZB: 22-36 aka ""Double J. Joline Tires, LLC"" identified as Block: 320, Lot: 11 on the City of Long Branch Tax Map.",Tamara Brown,11/30/2022 11:10,11/30/2022 11:10,Your Request has been Completed,https://monmouthcountynj.nextrequest.com/requests/22-2019
22-2012,11/29/2022 11:37,Hello can you please provide the construction plans for the forthcoming January 2023 project on Bethel Church road?,Valerie Eppel,11/30/2022 08:12,11/30/2022 08:12,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-2012
22-1997,11/28/2022 14:52,"2607 18th Ave Wall NJ  Block 269 Lot 9   We are requesting filed maps, surveys, parcel maps, site plans, utility plans, and documents that define the right-of-way of the property in question.",Valerie Eppel,11/29/2022 11:18,11/29/2022 11:18,No Records: Other Agency,https://monmouthcountynj.nextrequest.com/requests/22-1997
22-1996,11/28/2022 12:32,"Please send me the 2022 salary for the following Asbury Park officials:   Mayor, John Moor  Deputy Mayor, Amy Quinn  Eileen Chapman  Yvonne Clayton  Jesse Kendle    Thank You!",Tamara Brown,11/29/2022 09:29,11/29/2022 09:29,No Records: Other Agency,https://monmouthcountynj.nextrequest.com/requests/22-1996
22-1993,11/28/2022 11:20,We need any maps that show Access and Utility Easements along Halls Mills frontage more specifically that affect Block 72.11 Lots 1.05 &amp; 1.06 - 8 -10 Paragon Way - Freehold - Monmouth County - NJ as well as ROW maps for Halls Mills road and Willow Brook Road.,Valerie Eppel,12/7/2022 08:21,12/7/2022 08:21,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1993
22-1989,11/23/2022 12:50,"Seeking copies of the following plans:   Map entitled ""Realignment of CR 524A, Squankum-Yellow Brook Road at CR524, Adelphia-Farmingdale Road, &amp; the reconstruction of bridge no. HL-5 on CR 524 over Yellow Brook in the Twp. of Howell, Monmouth County, New Jersey , prepared by Robert Foley, County of Monmouth Engineering Dept. dated 9/27/06  Map entitled ""Construction Plan (Roadway) realignment of CR 524A, Squankum-Yellow Brook Road, at CR 524 Adelphia-Farmingdale Road, &amp; the reconstruction of bridge no.HL-5 on CR 524 over Yellow Brook, in the Twp. of Howell, Monmouth County, New Jersey"" prepared by the County of Monmouth Engineering Dept. Joseph M. Ettore, dated 4/26/07, sheet 3 of 111.",Valerie Eppel,11/29/2022 11:15,11/29/2022 11:15,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1989
22-1984,11/22/2022 12:30,"Requesting the total amount of current registered voters in Long Branch, along with the breakdown of Republican, Democrat, and unaffiliated totals.  Thank you",Susan McRae,11/29/2022 15:59,11/29/2022 15:59,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1984
22-1975,11/21/2022 13:13,"Please send the list of all who voted in the Highlands, NJ 2022 November 8th election by method [machine, VBM or provisional] in excel.",Mary DeSarno,11/29/2022 15:52,11/29/2022 15:52,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1975
22-1951,11/17/2022 12:21,See attached,Robin Major,11/29/2022 15:46,11/29/2022 15:46,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1951
22-1944,11/16/2022 12:51,"Hello,  GEOD Corporation is working with T&amp;M Associates on a NJTPA project on Railroad Ave / Memorial Drive &amp; Rt 35 in Neptune City to just north of Coriles Avenue in Monmouth County.   Looking for any Right of Way, Alignments or deeds you may have for this stretch of roadway.",Valerie Eppel,11/29/2022 11:24,11/29/2022 11:24,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1944
22-1940,11/15/2022 14:21,"Hello,  GEOD Corporation is working with T&amp;M Associates on a NJTPA project on Siloam Road From Monmouth Road to Diamond Road.   I would like to request any Right of Way, Alignment, or Boundary information you may have along this portion of our project.  It appears Monmouth County is the record owner for the following lots and we were looking for any deeds or plans you may have for the below 3 lots   Block 101 Lot 3 Monmouth County  Block 101 Lot 2 Monmouth County  Block 100 Lot 35.01 Monmouth County",Valerie Eppel,11/16/2022 10:40,11/16/2022 10:40,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1940
22-1824,10/27/2022 15:03,"Key Maps, typical sections, tie sheets, construction plans, General Property Parcel Maps from milepost 14.85 - 15.34 (Garden State Parkway Southbound - Parkway Pl)",Valerie Eppel,10/28/2022 08:28,10/28/2022 08:28,No Records: Does Not Exist,https://monmouthcountynj.nextrequest.com/requests/22-1824
22-1820,10/26/2022 11:51,&nbsp;  Good Morning!  I am looking for your counties regulations for towing/clean up costs- can you send me something?  I searched on line and I don’t see anything.  I need a copy for my records for Monmouth County.  &nbsp;  Thank you so much !  &nbsp;  Tiffany Moorhouse   Commercial Claims Specialist II - Hammonton   609-567-0300 x 2676  Tmoorhouse@njm.com  609-671-4552&nbsp;Fax,Tamara Brown,11/2/2022 14:12,11/2/2022 14:12,No Records: Does Not Exist,https://monmouthcountynj.nextrequest.com/requests/22-1820
22-1809,10/25/2022 14:06,"We are kindly requesting all available historic aerials for the following property:   The Channel Club  33 West Street / 6 Channel Drive  Block 25, Lots 9.23 &amp; 9.24 (Formerly Lots 9.20 &amp; 9.21)  Borough of Monmouth Beach  Monmouth County, NJ   Thank you in advance!",Tamara Brown,10/26/2022 15:48,10/28/2022 08:14,Records Request Granted in its Entirety and Records Disclosed,https://monmouthcountynj.nextrequest.com/requests/22-1809
22-1806,10/24/2022 17:32,Right of Way and Construction Plans for Wayside Road (County Route 38) from Pinebrook Road to Route 18,Valerie Eppel,10/27/2022 14:33,10/27/2022 14:33,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1806
22-1799,10/24/2022 12:14,"Please provide the bid tabulation for the following project:   ""Intersection Improv at CR 23 (Jackson Mills Road) &amp; Bergerville Road / Stone Hill Road""  Please email Ngoett1@yahoo.com  Thank you",Tamara Brown,10/27/2022 14:26,10/27/2022 14:26,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1799
22-1798,10/24/2022 12:06,Please see attached,JoAnn Denton,10/27/2022 10:26,10/27/2022 10:26,Your Request has been Completed,https://monmouthcountynj.nextrequest.com/requests/22-1798
22-1778,10/19/2022 16:01,"Seeking lift schedules for Monmouth county’s 4 moveable bridges.&nbsp;W-9, S-32, S-31 and W-43.",Tamara Brown,10/21/2022 15:12,10/21/2022 15:12,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1778
22-1760,10/18/2022 12:21,"Hello,  Can we please request for Bid tabs/ award details for RFQ# I-1223-2022   Regards,  Paper Clips Inc.",Helen Fiore,10/27/2022 15:44,10/27/2022 15:44,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1760
22-1759,10/18/2022 11:18,Please see attached request.,Valerie Eppel,10/27/2022 14:30,10/27/2022 14:30,Fulfilled,https://monmouthcountynj.nextrequest.com/requests/22-1759
